sensor_id;sensor_type;location;lat;lon;timestamp;P1;durP1;ratioP1;P2;durP2;ratioP2
140;SDS011;65;48.778;9.160;2022-01-21T00:01:47;8.73;;;3.13;;
140;SDS011;65;48.778;9.160;2022-01-21T00:04:12;8.63;;;3.07;;
140;SDS011;65;48.778;9.160;2022-01-21T00:06:38;11.07;;;3.27;;
140;SDS011;65;48.778;9.160;2022-01-21T00:09:04;9.13;;;2.83;;
140;SDS011;65;48.778;9.160;2022-01-21T00:11:30;6.60;;;2.47;;
140;SDS011;65;48.778;9.160;2022-01-21T00:13:57;9.23;;;3.43;;
140;SDS011;65;48.778;9.160;2022-01-21T00:16:24;8.17;;;2.73;;
140;SDS011;65;48.778;9.160;2022-01-21T00:18:53;10.93;;;3.20;;
140;SDS011;65;48.778;9.160;2022-01-21T00:21:33;7.70;;;3.00;;
140;SDS011;65;48.778;9.160;2022-01-21T00:24:18;7.80;;;3.00;;
140;SDS011;65;48.778;9.160;2022-01-21T00:27:03;8.97;;;3.17;;
140;SDS011;65;48.778;9.160;2022-01-21T00:29:48;10.33;;;3.37;;
140;SDS011;65;48.778;9.160;2022-01-21T00:32:32;11.93;;;3.83;;
140;SDS011;65;48.778;9.160;2022-01-21T00:34:58;11.87;;;3.20;;
140;SDS011;65;48.778;9.160;2022-01-21T00:37:25;11.20;;;3.47;;
140;SDS011;65;48.778;9.160;2022-01-21T00:39:51;9.27;;;2.80;;
140;SDS011;65;48.778;9.160;2022-01-21T00:42:20;12.57;;;3.17;;
140;SDS011;65;48.778;9.160;2022-01-21T00:44:47;13.57;;;3.33;;
140;SDS011;65;48.778;9.160;2022-01-21T00:47:12;9.80;;;2.90;;
140;SDS011;65;48.778;9.160;2022-01-21T00:49:38;7.57;;;3.17;;
140;SDS011;65;48.778;9.160;2022-01-21T00:52:03;11.50;;;3.30;;
140;SDS011;65;48.778;9.160;2022-01-21T00:54:29;10.77;;;3.00;;
140;SDS011;65;48.778;9.160;2022-01-21T00:56:54;9.90;;;3.17;;
140;SDS011;65;48.778;9.160;2022-01-21T00:59:20;10.07;;;2.90;;
140;SDS011;65;48.778;9.160;2022-01-21T01:01:45;11.33;;;2.60;;
140;SDS011;65;48.778;9.160;2022-01-21T01:04:11;7.80;;;2.53;;
140;SDS011;65;48.778;9.160;2022-01-21T01:06:36;9.00;;;2.50;;
140;SDS011;65;48.778;9.160;2022-01-21T01:09:02;8.17;;;2.70;;
140;SDS011;65;48.778;9.160;2022-01-21T01:11:28;7.87;;;2.67;;
140;SDS011;65;48.778;9.160;2022-01-21T01:14:12;12.57;;;2.87;;
140;SDS011;65;48.778;9.160;2022-01-21T01:16:58;10.60;;;3.50;;
140;SDS011;65;48.778;9.160;2022-01-21T01:19:42;9.23;;;2.83;;
140;SDS011;65;48.778;9.160;2022-01-21T01:22:25;9.00;;;2.53;;
140;SDS011;65;48.778;9.160;2022-01-21T01:25:05;10.43;;;2.90;;
140;SDS011;65;48.778;9.160;2022-01-21T01:27:49;9.17;;;2.90;;
140;SDS011;65;48.778;9.160;2022-01-21T01:30:16;9.37;;;2.77;;
140;SDS011;65;48.778;9.160;2022-01-21T01:32:44;8.77;;;2.57;;
140;SDS011;65;48.778;9.160;2022-01-21T01:35:11;8.67;;;2.33;;
140;SDS011;65;48.778;9.160;2022-01-21T01:37:39;9.27;;;2.57;;
140;SDS011;65;48.778;9.160;2022-01-21T01:40:24;8.80;;;2.60;;
140;SDS011;65;48.778;9.160;2022-01-21T01:42:58;9.37;;;3.07;;
140;SDS011;65;48.778;9.160;2022-01-21T01:45:38;8.13;;;2.97;;
140;SDS011;65;48.778;9.160;2022-01-21T01:48:23;9.30;;;3.17;;
140;SDS011;65;48.778;9.160;2022-01-21T01:51:07;9.73;;;2.97;;
140;SDS011;65;48.778;9.160;2022-01-21T01:53:37;11.07;;;3.17;;
140;SDS011;65;48.778;9.160;2022-01-21T01:56:07;11.77;;;3.10;;
140;SDS011;65;48.778;9.160;2022-01-21T01:58:36;13.00;;;3.40;;
140;SDS011;65;48.778;9.160;2022-01-21T02:01:03;11.80;;;2.87;;
140;SDS011;65;48.778;9.160;2022-01-21T02:03:30;9.07;;;2.77;;
140;SDS011;65;48.778;9.160;2022-01-21T02:05:56;10.17;;;2.80;;
140;SDS011;65;48.778;9.160;2022-01-21T02:08:22;8.73;;;2.80;;
140;SDS011;65;48.778;9.160;2022-01-21T02:10:47;15.07;;;2.80;;
140;SDS011;65;48.778;9.160;2022-01-21T02:13:13;12.60;;;3.20;;
140;SDS011;65;48.778;9.160;2022-01-21T02:15:58;11.53;;;3.03;;
140;SDS011;65;48.778;9.160;2022-01-21T02:18:38;9.47;;;3.00;;
140;SDS011;65;48.778;9.160;2022-01-21T02:21:23;8.77;;;2.97;;
140;SDS011;65;48.778;9.160;2022-01-21T02:24:05;13.17;;;3.03;;
140;SDS011;65;48.778;9.160;2022-01-21T02:26:34;10.43;;;2.67;;
140;SDS011;65;48.778;9.160;2022-01-21T02:29:00;12.53;;;3.47;;
140;SDS011;65;48.778;9.160;2022-01-21T02:31:29;10.57;;;3.20;;
140;SDS011;65;48.778;9.160;2022-01-21T02:33:54;11.00;;;3.27;;
140;SDS011;65;48.778;9.160;2022-01-21T02:36:20;9.03;;;3.13;;
