sensor_id;sensor_type;location;lat;lon;timestamp;P1;durP1;ratioP1;P2;durP2;ratioP2
140;SDS011;65;48.778;9.160;2022-08-21T00:01:02;7.03;;;3.03;;
140;SDS011;65;48.778;9.160;2022-08-21T00:03:31;7.55;;;3.05;;
140;SDS011;65;48.778;9.160;2022-08-21T00:05:57;7.18;;;3.42;;
140;SDS011;65;48.778;9.160;2022-08-21T00:08:22;6.32;;;2.85;;
140;SDS011;65;48.778;9.160;2022-08-21T00:10:47;8.07;;;3.40;;
140;SDS011;65;48.778;9.160;2022-08-21T00:13:14;7.28;;;3.28;;
140;SDS011;65;48.778;9.160;2022-08-21T00:15:40;7.30;;;3.17;;
140;SDS011;65;48.778;9.160;2022-08-21T00:18:07;6.07;;;2.53;;
140;SDS011;65;48.778;9.160;2022-08-21T00:20:34;5.75;;;2.70;;
140;SDS011;65;48.778;9.160;2022-08-21T00:23:00;9.90;;;2.70;;
140;SDS011;65;48.778;9.160;2022-08-21T00:25:26;12.35;;;2.63;;
140;SDS011;65;48.778;9.160;2022-08-21T00:27:52;9.00;;;2.45;;
140;SDS011;65;48.778;9.160;2022-08-21T00:30:19;5.97;;;2.33;;
140;SDS011;65;48.778;9.160;2022-08-21T00:32:46;7.25;;;2.45;;
140;SDS011;65;48.778;9.160;2022-08-21T00:35:14;6.05;;;2.67;;
140;SDS011;65;48.778;9.160;2022-08-21T00:37:56;5.65;;;2.67;;
140;SDS011;65;48.778;9.160;2022-08-21T00:40:26;7.13;;;2.58;;
140;SDS011;65;48.778;9.160;2022-08-21T00:42:57;4.35;;;2.40;;
140;SDS011;65;48.778;9.160;2022-08-21T00:45:22;5.80;;;2.80;;
140;SDS011;65;48.778;9.160;2022-08-21T00:47:49;8.80;;;3.05;;
140;SDS011;65;48.778;9.160;2022-08-21T00:50:15;6.03;;;2.78;;
140;SDS011;65;48.778;9.160;2022-08-21T00:52:41;8.55;;;3.33;;
140;SDS011;65;48.778;9.160;2022-08-21T00:55:07;6.18;;;2.88;;
140;SDS011;65;48.778;9.160;2022-08-21T00:57:40;6.18;;;3.00;;
140;SDS011;65;48.778;9.160;2022-08-21T01:00:13;6.82;;;2.65;;
140;SDS011;65;48.778;9.160;2022-08-21T01:02:42;7.22;;;2.88;;
140;SDS011;65;48.778;9.160;2022-08-21T01:05:08;7.07;;;2.92;;
140;SDS011;65;48.778;9.160;2022-08-21T01:07:34;6.78;;;3.00;;
140;SDS011;65;48.778;9.160;2022-08-21T01:10:00;7.60;;;3.22;;
140;SDS011;65;48.778;9.160;2022-08-21T01:12:26;7.07;;;3.10;;
140;SDS011;65;48.778;9.160;2022-08-21T01:14:51;7.72;;;3.03;;
140;SDS011;65;48.778;9.160;2022-08-21T01:17:18;8.93;;;3.47;;
140;SDS011;65;48.778;9.160;2022-08-21T01:19:45;5.97;;;2.88;;
140;SDS011;65;48.778;9.160;2022-08-21T01:22:11;5.50;;;2.80;;
140;SDS011;65;48.778;9.160;2022-08-21T01:24:37;7.40;;;3.30;;
140;SDS011;65;48.778;9.160;2022-08-21T01:27:03;7.78;;;3.35;;
140;SDS011;65;48.778;9.160;2022-08-21T01:32:27;7.90;;;3.42;;
140;SDS011;65;48.778;9.160;2022-08-21T01:34:52;9.30;;;3.60;;
140;SDS011;65;48.778;9.160;2022-08-21T01:37:18;7.10;;;3.17;;
140;SDS011;65;48.778;9.160;2022-08-21T01:39:47;6.45;;;3.10;;
140;SDS011;65;48.778;9.160;2022-08-21T01:42:14;6.88;;;3.53;;
140;SDS011;65;48.778;9.160;2022-08-21T01:44:39;6.38;;;3.20;;
140;SDS011;65;48.778;9.160;2022-08-21T01:47:06;7.55;;;3.67;;
140;SDS011;65;48.778;9.160;2022-08-21T01:49:34;7.70;;;3.30;;
140;SDS011;65;48.778;9.160;2022-08-21T01:52:01;8.18;;;3.20;;
140;SDS011;65;48.778;9.160;2022-08-21T01:54:28;6.05;;;3.20;;
140;SDS011;65;48.778;9.160;2022-08-21T01:56:54;5.85;;;2.92;;
140;SDS011;65;48.778;9.160;2022-08-21T01:59:20;7.00;;;3.00;;
140;SDS011;65;48.778;9.160;2022-08-21T02:01:47;7.25;;;3.28;;
140;SDS011;65;48.778;9.160;2022-08-21T02:04:13;6.85;;;3.00;;
140;SDS011;65;48.778;9.160;2022-08-21T02:06:39;7.22;;;3.13;;
140;SDS011;65;48.778;9.160;2022-08-21T02:09:04;7.05;;;3.00;;
140;SDS011;65;48.778;9.160;2022-08-21T02:11:32;7.60;;;3.30;;
140;SDS011;65;48.778;9.160;2022-08-21T02:13:58;8.30;;;3.10;;
140;SDS011;65;48.778;9.160;2022-08-21T02:16:23;6.90;;;3.03;;
140;SDS011;65;48.778;9.160;2022-08-21T02:18:49;7.18;;;3.33;;
140;SDS011;65;48.778;9.160;2022-08-21T02:21:14;6.72;;;3.30;;
140;SDS011;65;48.778;9.160;2022-08-21T02:23:40;7.72;;;3.10;;
140;SDS011;65;48.778;9.160;2022-08-21T02:26:06;7.88;;;3.13;;
140;SDS011;65;48.778;9.160;2022-08-21T02:28:32;9.18;;;3.38;;
140;SDS011;65;48.778;9.160;2022-08-21T02:30:58;7.60;;;3.40;;
