sensor_id;sensor_type;location;lat;lon;timestamp;P1;durP1;ratioP1;P2;durP2;ratioP2
140;SDS011;65;48.778;9.160;2022-11-22T00:00:18;12.63;;;3.40;;
140;SDS011;65;48.778;9.160;2022-11-22T00:02:44;9.80;;;3.45;;
140;SDS011;65;48.778;9.160;2022-11-22T00:05:10;7.32;;;3.03;;
140;SDS011;65;48.778;9.160;2022-11-22T00:07:36;7.55;;;3.13;;
140;SDS011;65;48.778;9.160;2022-11-22T00:10:02;8.75;;;3.17;;
140;SDS011;65;48.778;9.160;2022-11-22T00:12:29;7.13;;;3.05;;
140;SDS011;65;48.778;9.160;2022-11-22T00:14:54;7.03;;;2.70;;
140;SDS011;65;48.778;9.160;2022-11-22T00:17:20;5.70;;;2.50;;
140;SDS011;65;48.778;9.160;2022-11-22T00:19:45;6.68;;;2.97;;
140;SDS011;65;48.778;9.160;2022-11-22T00:22:10;9.38;;;3.85;;
140;SDS011;65;48.778;9.160;2022-11-22T00:24:36;8.25;;;2.70;;
140;SDS011;65;48.778;9.160;2022-11-22T00:27:01;7.93;;;2.95;;
140;SDS011;65;48.778;9.160;2022-11-22T00:29:26;6.80;;;2.88;;
140;SDS011;65;48.778;9.160;2022-11-22T00:31:52;7.13;;;3.00;;
140;SDS011;65;48.778;9.160;2022-11-22T00:34:17;7.60;;;2.90;;
140;SDS011;65;48.778;9.160;2022-11-22T00:36:42;8.93;;;2.88;;
140;SDS011;65;48.778;9.160;2022-11-22T00:39:08;7.25;;;2.47;;
140;SDS011;65;48.778;9.160;2022-11-22T00:41:33;5.93;;;2.47;;
140;SDS011;65;48.778;9.160;2022-11-22T00:43:58;6.30;;;2.90;;
140;SDS011;65;48.778;9.160;2022-11-22T00:46:24;5.90;;;2.38;;
140;SDS011;65;48.778;9.160;2022-11-22T00:48:49;4.80;;;2.33;;
140;SDS011;65;48.778;9.160;2022-11-22T00:51:15;5.40;;;2.55;;
140;SDS011;65;48.778;9.160;2022-11-22T00:53:40;6.40;;;2.60;;
140;SDS011;65;48.778;9.160;2022-11-22T00:56:07;7.40;;;2.65;;
140;SDS011;65;48.778;9.160;2022-11-22T00:58:32;4.55;;;2.13;;
140;SDS011;65;48.778;9.160;2022-11-22T01:00:57;6.55;;;2.22;;
140;SDS011;65;48.778;9.160;2022-11-22T01:03:23;4.53;;;2.13;;
140;SDS011;65;48.778;9.160;2022-11-22T01:05:48;6.78;;;2.30;;
140;SDS011;65;48.778;9.160;2022-11-22T01:08:14;5.70;;;2.25;;
140;SDS011;65;48.778;9.160;2022-11-22T01:10:39;6.93;;;2.40;;
140;SDS011;65;48.778;9.160;2022-11-22T01:13:04;5.70;;;2.22;;
140;SDS011;65;48.778;9.160;2022-11-22T01:15:30;5.22;;;2.10;;
140;SDS011;65;48.778;9.160;2022-11-22T01:17:56;6.97;;;2.58;;
140;SDS011;65;48.778;9.160;2022-11-22T01:20:22;6.65;;;2.45;;
140;SDS011;65;48.778;9.160;2022-11-22T01:22:48;7.43;;;2.50;;
140;SDS011;65;48.778;9.160;2022-11-22T01:25:16;6.75;;;2.53;;
140;SDS011;65;48.778;9.160;2022-11-22T01:27:48;5.30;;;2.40;;
140;SDS011;65;48.778;9.160;2022-11-22T01:30:23;5.25;;;2.30;;
140;SDS011;65;48.778;9.160;2022-11-22T01:32:49;6.75;;;2.45;;
140;SDS011;65;48.778;9.160;2022-11-22T01:35:14;7.40;;;2.63;;
140;SDS011;65;48.778;9.160;2022-11-22T01:37:40;5.72;;;2.40;;
140;SDS011;65;48.778;9.160;2022-11-22T01:40:05;6.63;;;2.75;;
140;SDS011;65;48.778;9.160;2022-11-22T01:42:41;8.30;;;2.85;;
140;SDS011;65;48.778;9.160;2022-11-22T01:50:35;6.40;;;2.88;;
140;SDS011;65;48.778;9.160;2022-11-22T01:53:05;6.25;;;2.72;;
140;SDS011;65;48.778;9.160;2022-11-22T01:55:33;4.75;;;2.30;;
140;SDS011;65;48.778;9.160;2022-11-22T01:57:59;5.18;;;2.40;;
140;SDS011;65;48.778;9.160;2022-11-22T02:00:26;5.50;;;2.28;;
140;SDS011;65;48.778;9.160;2022-11-22T02:02:55;5.78;;;2.30;;
140;SDS011;65;48.778;9.160;2022-11-22T02:05:25;6.13;;;2.50;;
140;SDS011;65;48.778;9.160;2022-11-22T02:07:54;3.80;;;2.13;;
140;SDS011;65;48.778;9.160;2022-11-22T02:10:33;6.30;;;2.45;;
140;SDS011;65;48.778;9.160;2022-11-22T02:13:01;4.40;;;2.00;;
140;SDS011;65;48.778;9.160;2022-11-22T02:15:28;6.20;;;2.15;;
140;SDS011;65;48.778;9.160;2022-11-22T02:17:55;5.03;;;2.15;;
140;SDS011;65;48.778;9.160;2022-11-22T02:20:21;5.25;;;2.50;;
140;SDS011;65;48.778;9.160;2022-11-22T02:22:54;5.10;;;2.03;;
140;SDS011;65;48.778;9.160;2022-11-22T02:28:04;6.38;;;2.17;;
140;SDS011;65;48.778;9.160;2022-11-22T02:30:31;4.90;;;2.47;;
140;SDS011;65;48.778;9.160;2022-11-22T02:32:56;4.53;;;2.22;;
140;SDS011;65;48.778;9.160;2022-11-22T02:35:23;5.82;;;2.40;;
140;SDS011;65;48.778;9.160;2022-11-22T02:37:51;4.28;;;2.45;;
140;SDS011;65;48.778;9.160;2022-11-22T02:40:24;5.18;;;2.20;;
140;SDS011;65;48.778;9.160;2022-11-22T02:42:54;6.90;;;2.63;;
140;SDS011;65;48.778;9.160;2022-11-22T02:45:22;4.18;;;2.35;;
140;SDS011;65;48.778;9.160;2022-11-22T02:47:48;5.43;;;2.45;;
140;SDS011;65;48.778;9.160;2022-11-22T02:50:13;7.50;;;2.88;;
140;SDS011;65;48.778;9.160;2022-11-22T02:52:39;5.47;;;2.63;;
140;SDS011;65;48.778;9.160;2022-11-22T02:55:04;4.35;;;2.00;;
140;SDS011;65;48.778;9.160;2022-11-22T02:57:29;5.57;;;2.60;;
140;SDS011;65;48.778;9.160;2022-11-22T02:59:55;6.10;;;2.20;;
140;SDS011;65;48.778;9.160;2022-11-22T03:02:20;5.05;;;2.35;;
140;SDS011;65;48.778;9.160;2022-11-22T03:04:45;6.45;;;2.40;;
140;SDS011;65;48.778;9.160;2022-11-22T03:07:11;6.47;;;2.33;;
140;SDS011;65;48.778;9.160;2022-11-22T03:09:36;4.03;;;1.95;;
140;SDS011;65;48.778;9.160;2022-11-22T03:12:01;4.35;;;2.22;;
140;SDS011;65;48.778;9.160;2022-11-22T03:14:27;7.30;;;2.47;;
140;SDS011;65;48.778;9.160;2022-11-22T03:16:52;9.73;;;2.60;;
140;SDS011;65;48.778;9.160;2022-11-22T03:19:18;5.45;;;2.45;;
140;SDS011;65;48.778;9.160;2022-11-22T03:21:43;5.82;;;2.38;;
140;SDS011;65;48.778;9.160;2022-11-22T03:24:09;7.55;;;2.67;;
140;SDS011;65;48.778;9.160;2022-11-22T03:26:35;5.28;;;2.72;;
140;SDS011;65;48.778;9.160;2022-11-22T03:29:01;5.88;;;2.50;;
140;SDS011;65;48.778;9.160;2022-11-22T03:31:27;6.28;;;2.50;;
140;SDS011;65;48.778;9.160;2022-11-22T03:33:52;6.55;;;2.80;;
140;SDS011;65;48.778;9.160;2022-11-22T03:36:18;6.38;;;2.80;;
140;SDS011;65;48.778;9.160;2022-11-22T03:38:43;7.00;;;2.85;;
140;SDS011;65;48.778;9.160;2022-11-22T03:41:09;7.63;;;2.53;;
140;SDS011;65;48.778;9.160;2022-11-22T03:43:34;7.10;;;2.85;;
140;SDS011;65;48.778;9.160;2022-11-22T03:46:00;5.95;;;2.80;;
140;SDS011;65;48.778;9.160;2022-11-22T03:48:35;5.20;;;2.53;;
140;SDS011;65;48.778;9.160;2022-11-22T03:51:02;4.45;;;2.55;;
140;SDS011;65;48.778;9.160;2022-11-22T03:53:28;6.70;;;2.50;;
140;SDS011;65;48.778;9.160;2022-11-22T03:55:53;5.30;;;2.63;;
140;SDS011;65;48.778;9.160;2022-11-22T03:58:19;4.45;;;2.42;;
140;SDS011;65;48.778;9.160;2022-11-22T04:00:44;4.28;;;2.38;;
140;SDS011;65;48.778;9.160;2022-11-22T04:03:09;5.10;;;2.40;;
140;SDS011;65;48.778;9.160;2022-11-22T04:05:35;5.47;;;2.58;;
140;SDS011;65;48.778;9.160;2022-11-22T04:08:00;6.75;;;2.60;;
140;SDS011;65;48.778;9.160;2022-11-22T04:10:25;5.45;;;2.47;;
140;SDS011;65;48.778;9.160;2022-11-22T04:12:55;6.45;;;2.97;;
140;SDS011;65;48.778;9.160;2022-11-22T04:15:21;4.15;;;2.13;;
140;SDS011;65;48.778;9.160;2022-11-22T04:17:46;7.05;;;2.95;;
140;SDS011;65;48.778;9.160;2022-11-22T04:22:59;9.65;;;2.90;;
140;SDS011;65;48.778;9.160;2022-11-22T04:25:29;6.07;;;2.38;;
140;SDS011;65;48.778;9.160;2022-11-22T04:27:56;7.32;;;2.80;;
140;SDS011;65;48.778;9.160;2022-11-22T04:30:23;8.20;;;2.88;;
140;SDS011;65;48.778;9.160;2022-11-22T04:33:13;7.57;;;2.40;;
140;SDS011;65;48.778;9.160;2022-11-22T04:35:40;5.90;;;2.33;;
140;SDS011;65;48.778;9.160;2022-11-22T04:38:07;6.95;;;2.63;;
140;SDS011;65;48.778;9.160;2022-11-22T04:40:32;4.55;;;2.33;;
140;SDS011;65;48.778;9.160;2022-11-22T04:42:58;6.90;;;2.65;;
140;SDS011;65;48.778;9.160;2022-11-22T04:45:43;7.25;;;2.90;;
140;SDS011;65;48.778;9.160;2022-11-22T04:48:09;5.85;;;2.58;;
140;SDS011;65;48.778;9.160;2022-11-22T04:50:36;11.48;;;2.80;;
140;SDS011;65;48.778;9.160;2022-11-22T04:53:21;9.88;;;2.70;;
140;SDS011;65;48.778;9.160;2022-11-22T04:55:47;8.32;;;2.85;;
140;SDS011;65;48.778;9.160;2022-11-22T04:58:13;5.82;;;2.55;;
140;SDS011;65;48.778;9.160;2022-11-22T05:00:38;5.97;;;2.80;;
140;SDS011;65;48.778;9.160;2022-11-22T05:03:04;8.68;;;2.60;;
140;SDS011;65;48.778;9.160;2022-11-22T05:05:31;5.07;;;2.75;;
140;SDS011;65;48.778;9.160;2022-11-22T05:07:59;9.80;;;3.15;;
140;SDS011;65;48.778;9.160;2022-11-22T05:10:25;5.70;;;2.90;;
140;SDS011;65;48.778;9.160;2022-11-22T05:12:50;9.30;;;3.40;;
140;SDS011;65;48.778;9.160;2022-11-22T05:15:16;10.05;;;2.90;;
140;SDS011;65;48.778;9.160;2022-11-22T05:17:41;9.85;;;3.33;;
140;SDS011;65;48.778;9.160;2022-11-22T05:20:07;6.32;;;2.85;;
140;SDS011;65;48.778;9.160;2022-11-22T05:22:33;7.10;;;2.60;;
